"id","user_id","alias2","comment","name","fullname","username"
28,0,"la-mama-sector-1","Un restaurant care iti aminteste de mancarea de acasa!!!","La Mama","Radu Cristian",""
29,130,"templul-soarelui-sectorul-2","Mancarea chinezeasca este bazata pe un stil alimentar sanatos, preparatele bazandu-se mai mult pe legume decat pe carne. Orezul, cartofii dulci, telina, varza, legumele boabe, ciupercile, rosiile, carnea de vita si multe altele sunt doar cateva dintre ingredientele care pot constitui baza unui fel de mancare delicios, specific bucatariei chinezesti. Templul Soarelui este unul dintre putinele restaurante chinezesti din Bucuresti, unde poti manca o mancare chinezeasca de o foarte buna calitate, si un bun raport calitate-pret. Bucurati-va din plin de mancarea chinezeasca si alegeti fara griji restaurantul Templul Soarelui.","Templul Soarelui","0","teo4fun"
30,132,"la-mama-sector-1","Acest restaurant chiar te face sa te simti ""ca la mama acasa"", atat mancarea cat si serviciile oferite sunt ireprosabile, hmmm pofta mare!!","La Mama","0","Marius-Iulian"
31,0,"fantasia-pizza-sectorul-1","La dolce Italia! Puteti simti fantezia culinara italiana , delicioasele paste si diversele sortimente de pizza numai la restaurantul Fantasia!","Fantasia Pizza","Adriana Voicu",""
32,129,"oala-cu-bunatati-sectorul-1","imi lasa gura apa doar cand citesc, am salivat pe tastatura, vreau oala cu bunatati!!!!!!!!!!!!!!","Oala cu bunatati","0","daniiinad"
33,138,"noodles-bar-sectorul-2","Mancare foarte gustoasa si variata, portii mari, ambalaje de buna calitate, livrarea se face intre 30 min si 1 ora, am primit intotdeauna mancarea calda, cu tacamuri si servetele. pentru zonele neincluse comanda minima este de 60 ron, ceea ce pt un singur om este mancare pentru jumatate din saptamana.
De fiecare data cand am pofta de mancare asiatica apelez la serviciile lor. Personalul este amabil si prompt.
Comandati cu incredere mancare care nu va provoaca indigestie sau dureri de cap.
Atentie la furnicile in copac ...creaza dependenta :)","Noodles Bar","0","giorgy16"
34,139,"bucate-pe-roate-sectorul-3","Restaurantul ""Bucate pe roate "" are o bucatarie traditionala , supeeer preturi mici , extraordinar de delicioase si proaspete .Incercati , macar o data ( si apoi sigur o sa mai luati o portie ) un meniu care poate satura si doua persoane .
Un exemplu concret ar fi : 
-ciorba de fasole cu afumatura 400 gr / ciorba de pui -pentru copii tot 400 gr la doar 7 ron 
-pui taranesc ( pui,ceapa,ardei gras, usturoi,vin alb ) 250 gr la doar 10 ron 
- salata = 3,50 ron
desert : clatite cu gem = 4,50 ron / placinta cu mere la 4 ron 
Asadar cu doar aproape 24 de ron luati un meniu care poate satura si doua persoane .
Aveti incredere si comandati .
","Bucate pe roate","0","Lilith"
35,143,"bucate-pe-roate-sectorul-3","Un restaurant cu preturi accesibile pentru orice buzunar, iti ofera mancare gatita ca la mama acasa... . Unii spun ca foamea este un bucatar exceptional dar cand am incercat pieptul de pui la gratar... m-a lasat fara cuvinte. Incercati cu incredere!","Bucate pe roate","0","darieionut"
36,147,"gambinos-pizza-sectorul-3","excelenta pizza","Gambinos Pizza","0","dj_livone"
37,0,"jerrys-pizza-02224"," Blatul cu malai pe el e un trademark deja...puiul cu ananas a capatat de mult sens in universul meu culinar,..ce nu prea ma bucura de fiecare data la Jerry's e pretul. Daca dai Party, si sunteti mai multi sa puneti bani, atunci clar merita. ","Jerry&#039;s Pizza","fcorner kinder8",""
38,125,"sushi-mania-sectorul-3","Pentru cine este pasionat si doreste sa se desfete cu delicatesele japoneze din genul sushi, Bucurestiul nu ofera din pacate foarte multe optiuni in ceea ce priveste livrarea la domiciliu, mai ales ca presupun conditii anume de preparare si livrare, legate de prospetimea si calitatea pestelui, a orezului si a celorlalte ingrediente care fac deliciul genului (legume, condimente, asezonari), nu in ultimul rand de aspectul preparatului.
Am ales SushiMania fiindca sunt mai cunoscuti si se presupune ca su si ceva experienta in prepararea acestor delicatese. Am apelat la comanda telefonica, folosind pagina de internet ca si ghid de meniu. Vocea de la capatul celalat al firului (masculina prin gen) s-a dovedit a fi amabila si chiar mi-a oferit multe detalii despre meniu, compozitia acestuia si chiar legate de zona de livrare si suma minima de comandat. Site-ul e bine pus la punct si ajuta clientul in luarea unei decizii orientate. Tot aceeasi amabilitate am intalnit-o si cand a fost vorba de alegerea metodei de 
plata - cu cardul prin POS mobil - si in ceea ce priveste durata de livrare - care a fost in limitele bunului simt si corect respectata de catre agent. 
Pentru aperitiv m-am oprit asupra unei clasice salate de alge - Goma Wakame, pe care o recomand pentru prospetimea si savoarea de inceput - si asupra unei supe Miso clasice. La felul principal am oscilat putin, dar am fost ajutat de operator si am ales meniul lunii, care ofera in Octombrie o interesanta combinatie de 6 piese nigiri din somon, caracatita si surimi, asortata cu 10 role futomaki cu  diverse ingrediente (omleta, ton picant, somon si castravete). Fiindca imi place sa simt si un gust deosebit, am alaturat alte 4 piese de Oshinko maki (ridiche japoneza 
pe care o mai cunoastem sub numele de takuan) la o portie de sashimi de ton. Se spune ca orezul si modul lui de preparare vorbeste de la sine despre un stabiliment de gen, asa ca am decis sa incerc si o portie clasica de orez cu susan.
In mare, apreciez prospetimea preparatelor ca fiind  multumitoare, nu chiar ca la un bar sushi, fiind loc clar si de mai bine: orezul era bine fiert dar insuficient asezonat cu otet si zahar, lipsindu-l astfel de savoare. Modul de ambalare a preparatelor (desi foloseste ambalaje de unica folosinta) lasa o impresie de industrial (sau ""la norma"")prin aplicarea etichetelor autocolante 
care contin informatii legate de data prepararii si termenul de valabilitate. Asta ma poate duce cu gandul ca poate NU se prepara totul in ziua respectiva (de neacceptat cand vorbim de sushi unde prospetimea trebuie sa fie elementul dominant) 
in consecinta le sugerez celor de la SushiMania sa se mai gandeasca la acest aspect - tine de subconstientul clientului, mai ales daca stie despre ce e vorba (si de cele mai multe ori stie). Un alt aspect de imbunatatit ar fi cantitatea implicita de wasabi si ghimbir care se livreaza in cutiile cu comanda, destul de mica in raport cu ceea ce ar fi necesar. Poate sunt cam subiectiv aici, dar e bine sa existe un echilibru corect astfel incat clientul sa poata savura aceasta masa dupa toate regulile artei.
In rest, atat salata cat si pestele au avut un gust placut, proaspat, iar preparatele au fost bine pastrate pana la momentul livrarii si as zice ca m-am putut bucura de o delicatesa decent preparata.
Va recomand sa incercati SushiMania daca nu ati facut-o deja, sub rezerva de a nu avea asteptari deosebite, ci mai degraba sa considerati aceasta incercare o binevenita iesire din cotidianul culinar obisnuit sau o alternativa pentru evenimente sau situatii deosebite.
SAYONARA,
Gabi","Sushi Mania","0","cervatiucg"
39,153,"cuptorul-cu-lemne-02114","Atmosfera ""haioasa"" este intretinuta de mancarea ""serioasa"" rau!","Cuptorul cu lemne","0","Catalina.M"
40,139,"bucate-pe-roate-sectorul-3","Am mai dat o raita , dar nu sunt domnule la fel , dincolo e chiar mai scump ..si suntem in ""criza"" , aici e mai ieftin .
Zau asa !","Bucate pe roate","0","Lilith"
41,0,"haveli-restaurant-indian-sectorul-2","Bucataria indiana are origini antice si reprezinta o combinatie intre diversele moduri de gatit ale numeroaselor etnii ce traiesc pe teritoriul acestei tari. 
Aceste combinatii au dat nastere unei adevarate arte care variaza in functie de religie,gust si mai ales clima.
Indienii folosesc aproximativ 20 de condimente diferite, printre care cele mai cunoscute sunt piperul, sofranul, ghimbirul, menta, coriandrul, rododendronul, chimenul si nucsoara.
Desi nu toti locuitorii sunt vegetarieni aici se prepara mult mai multa mancare vegetariana dacat in Europa, mai ales in partea sudica.Aici clima este foarte calda.In schimb,in nord datorita climei mai reci, mesele contin mai multa carne.Aici ca de altfel si in partea de vest se resimte influenta musulmana;preparatele sunt inrudite cu cele din bucataria Orientului Mijlociu si a Asiei Centrale.
In est predomina influente bengaleze.Se spune ca aici mancarea este absolut divina.Se consuma mult peste, fructe de mare si nuca de cocos.
In sud-estul Indiei,chili ocupa un loc important in arta culinara a acestei tari, acesta fiind folosit uneori in exces.
In ceea ce priveste produsele lactate, se folosesc foarte mult untul si iaurtul.
Daca v-am facut catusi de putin curiosi, acest restaurant va asteapta luni intre orele 19.00 - 23.00 si de marti pana duminica intre orele 12.00 - 23.00.
Comenzile se pot face luni intre orele 19.00 - 22.00 si de marti pana duminica in intervalul 12.00 - 22.00.
Pofta buna!","Haveli Restaurant Indian","Claudia",""
42,158,"jerrys-pizza-02224","Pizza de la Jerry's are 2 dintre cele 3 calitati pe care oricine le cauta la o pizza: mare si gustoasa. A 3a ar fi pretul mic. La Jerry's nu-i neaparat scumpa, dar nici ieftina. Te pune pe ganduri cateva secunde, insa rezultatul e mereu acelasi: ""-Alo?"" ""-Jerry's Pizza"" ""-Buna ziua. As dori si eu o pizza..."" Alegerea e prea grea de fiecare data, asa ca va las pe voi. ","Jerry&#039;s Pizza","0","teooo"
43,160,"oala-cu-bunatati-sectorul-1","Oala cu bunatati :) suna bine, atat de bine incat cred ca se apropie de gustul bunatatilor mamei...adica ar trebui ca sa-mi satisfaca poftele.Numai cand am vazut in meniu ""fasole cu ciolan afumat"" mi s-a inundat gura :D trebuie sa le fac o vizita! :)","Oala cu bunatati","0","danyella"
44,161,"chop-stix-berceni","Gurmandul din mine a ramas placut surprins de gustul autentic si savuros al preparatelor de la Chopstix iar alter ego-ul meu, de bucatar profesionist plimbat prin lume, nu a facut alceva decat sa confirme opinia gurmandului. Ca sa parafrazez o celebra reclama: probabil cea mai buna bucatarie chinezeasca din Bucuresti. Bravo! Nu faceti niciun  rabat la calitate pe mai departe!","Chop Stix","0","virgil65"
45,162,"la-bucataru","E important ca atunci cand mananci sa te simti bine, tocmai de aceea Restaurantul La bucataru' a avut grija sa selectioneze atent nu numai ce iti pune in farfurie ci si cine iti serveste farfuria si cine iti incanta urechile in timp ce savurezi masa. Cu un iz al vremurilor de odinioara, iti  bei paharul de vin ce-ti accentueaza gustul mancarii delicioase pe acorduri de muzica live de calitate.","La bucataru&#039;","0","Lolrelai"
46,163,"la-mama-sector-1","Este ca o CHERHANA plina cu peste fata de 1 pescar cu o undita care a prins 3 pesti,

asa se face diferenta intre La Mama si restul restaurantelor.","La Mama","0","Yaniss"
47,0,"wu-xing-berceni","Da! Merita toti banii! Au o acoperire pe aprox. pe tot Bucurestiul iar mancarea lor satisface si cel mai pretentios fomist de birou. De la gusturile puternic picante la cele dulcege, Wu Xing e de nota 10!!!!","Wu Xing","Tudosiu Mihai",""
48,170,"biboche-pizza","Imi lasa gura apa doar cand ma gandesc la pizza de la Biboche. Este pur si simplu delicioasa si savuroasa. Fiecare pizza te surprinde prin mixul ingredientelor folosite care se imbina intr-un mod armonios.Un exemplu este Pizza Dolce e Piccante care surprinde prin originalitate si bun gust.Bineinteles nici celelalte tipuri nu se lasa mai prejos fiind la fel de tentante si gustusoase, provocandu-ti simturile.Merita incercate!Nu  ezitati sa comandati daca sunteti curiosi sa le incercati!Livrarea se face in toate sectoarele din Bucuresti si in plus nici promotiile nu sunt de ratat!","Biboche Pizza","0","marme"
49,166,"dominium-26554","Dominium....dintr-o seara nereusita intr-un mall aglomerat si plin d zgomot a reusit sa-mi transforme seara intro experienta culinara desavarsita. Nu am comandat pizza din prima,m-am aruncat spre cva altfel am comabdat burittos si......m-a lasat masca,eu fiind un mare gurmand,la aparitia portiei destul d marii si apoi la gustul acela aromat dat de condimente....wooow...","Dominium","0","liviutu"
50,113,"haveli-restaurant-indian-sectorul-2","Am fost pentru prima oara la Restaurantul Haveli acum un an. Din acel moment mi-a fost clar ca este cel mai bun restaurant cu specific indian din Bucuresti. Servirea a fost ireprosabila, mancarea foarte gustoasa si atmosfera mi-a dat senzatia ca sunt in India.
Recomand din toata Inima.","Haveli Restaurant Indian","0","balcuradu"
51,182,"cuptorul-cu-lemne-02114","Locul perfect cand esti in cautare de un refugiu in care sa iei o pauza de la stresul cotidian si unde poti avea parte de cele mai delicioase mancaruri.Stafful si atmosfera fiind pe masura..nota 10.","Cuptorul cu lemne","0","Alejo1990"
52,187,"haveli-restaurant-indian-sectorul-2","Numele meu este Pantazi Miruna Claudia:)
Sunt cea care a postat comentariul cu titlul Claudia.","Haveli Restaurant Indian","0","claudia28wien"
53,185,"dominium-26554","Am vizitat multe restaurante in Romania.Putine dintre ele aveau preparate de calitate.Chiar mai putine aveau ambianta si servire sub orice critica.Aproape renuntasem cu totul la a mai iesi in oras.Asta,pana intr-o zi,cand din curiozitate m-am aventurat pe usile restaurantului Dominium unde am gasit preparate exceptionale.Mi-a placut foarte mult Pizza Corida,Primavera,Quattro Stagioni(excelenta!).Mi-am indulcit viata cu MARCHIZA,un desert nemaipomenit,apoi m-am racorit cu produsele din gama Smoothies.Singura mea dezamagire este ca nu pot sa ma duc zilnic.Recomand cu caldura Pizza Dominium. ","Dominium","0","Dahakadude"
54,183,"jerrys-pizza-02224","Cand rostesti pizza Jerry-s iti ploua deja in gura , este cea mai buna pizza pe care am mancata=o , satisafce gusturile si celor mai mofturosi, este o delecatre pentru papilele noastre gustative si in acelasi timp este foarte accesibila.Cat despre pizert este bestial atat cel cu scortisoara care este specific in lunnile de iarna cat si cel cu ciocolata si portocala , este o combinatie plina de senzualitate care iti trezeste simtiuri nebanuite .Mancati si o sa va convingeti!","Jerry&#039;s Pizza","0","raluk0505"
55,188,"jerrys-pizza-02224","Nu este cea mai buna pizza din lume.Si intr-adevar nu este foarte scumpa, dar nici ieftina nu e.Dar sa ne imaginam urmatorul scenariu: ceasul arata 3 dimineata, pofta iti roade stomacul si nici nu vrei sa te gandesti la shaorma de la coltul blocului.""Alo, Jerry ? All Cheese cu topping de pepperoni si-o cola la 2"".","Jerry&#039;s Pizza","0","KiteFlyer"
56,191,"la-mama-sector-1","""Gateste"" mai bine ca mama ..o mancare mai mult decat buna!","La Mama","0","ciuly"
57,0,"haveli-restaurant-indian-sectorul-2","Bucataria indiana are origini antice si reprezinta o combinatie intre diversele moduri de gatit ale numeroaselor etnii ce traiesc pe teritoriul acestei tari. Aceste combinatii au dat nastere unei adevarate arte care variaza in functie de religie,gust si mai ales clima. Indienii folosesc aproximativ 20 de condimente diferite, printre care cele mai cunoscute sunt piperul, sofranul, ghimbirul, menta, coriandrul, rododendronul, chimenul si nucsoara. Desi nu toti locuitorii sunt vegetarieni aici se prepara mult mai multa mancare vegetariana dacat in Europa, mai ales in partea sudica.Aici clima este foarte calda.In schimb,in nord datorita climei mai reci, mesele contin mai multa carne.Aici ca de altfel si in partea de vest se resimte influenta musulmana;preparatele sunt inrudite cu cele din bucataria Orientului Mijlociu si a Asiei Centrale. In est predomina influente bengaleze.Se spune ca aici mancarea este absolut divina.Se consuma mult peste, fructe de mare si nuca de cocos. In sud-estul Indiei,chili ocupa un loc important in arta culinara a acestei tari, acesta fiind folosit uneori in exces. In ceea ce priveste produsele lactate, se folosesc foarte mult untul si iaurtul. Daca v-am facut catusi de putin curiosi, acest restaurant va asteapta luni intre orele 19.00 - 23.00 si de marti pana duminica intre orele 12.00 - 23.00. Comenzile se pot face luni intre orele 19.00 - 22.00 si de marti pana duminica in intervalul 12.00 - 22.00. Pofta buna!","Haveli Restaurant Indian","Claudia",""
58,192,"gyros-sotos-sectorul-2","Dependenta de Gyros Sotos 
Ce atata shaorma cu de toate, ce atata nebunie pentru mancarea arabilor sau a turcilor care acum a devenit „tipic romaneasca”? De ceva timp, colegii mei de la serviciu s-au reprofilat si acum comanda grecescul gyros. Pentru cei care n-au auzit de acest fel de mancare, le spun doar ca este demential. Carne ca la shaorma, servita intr-un fel de pita a la Greek, delicioasa, peste care se arunca rosii, ceapa, tzatziki si alte mirodenii. Cum va spuneam, colegii mei sunt innebuniti dupa acest fel de mancare, iar la ora pranzului, cine intra in birou poate sa jure ca e in bucataria celor de la Gyros Sotos.  Acolo zbarnaie telefoanele cu comenzi pentru noi, cei care lucram in zona Unirii. Numai cand ma gandesc la gyros, salivez. Cred ca e din cauza condimentelor, cica boia dulce, piper, oregano, maghiran, rozmarin, chimion, toate amestecate ca-ntr-o nebunie a simturilor. Si a naibii nebunie, de nu da dependenta, pentru ca la vreo 3-4 zile, da-i cu gyros-ul la pranz. Oare o exista vreo dieta bazata doar pe gyros? Ca, sincer, m-as baga la asa ceva. Si stiti ce e interesant? Ca si persoanele care nu prea consuma des carne nu zic nu unei asemenea portii.
Ori de cate ori comanzi de la gyros sotos, este bine sa nu fi mancat cu cel putin 24 de ore inainte, pentru ca in general dimensiunile acestui fel de mancare sunt consistente, iar daca nu ti-e prea foame, o sa-ti para ru ca nu termini portia. Eu, recunosc, o data am facut imprudenta sa comand varianta BIG si in ziua urmatoare foamea nu s-a mai lipit de mine. Deci cu gyros-ul asta faci si economie la bugetul casei, merge pe principiul azi mananc, maine astept si tot asa...Cu 11-15 lei, in functie de marime, te-ai scos.
Mai toti colegii mei spun insa ca, desi gyros-ul comandat la serviciu e super, sa-l „gusti” pe ala facut la botul calului. Acolo iti alegi condimentele, le vezi in fata ochilor si nu te poti abtine si „bagi” tot. Plus ca acolo il consumi fierbinte, iar papilele tale simt imediat diferenta, ca, deh... 
Acu inteleg. Mai mereu cand trec pe acolo, prin zona Mihai Eminescu unde se afla acest gyros, ma intreb de ce e in parcarea benzinariei din zona toti molfaie de zor? Cand nu au loc in mini-restaurant, nu se abtin sa astepte pana acasa sa haleasca gyros-ul. ","Gyros Sotos","0","ana"
59,191,"dominium-26554","In caz ca nu mai gasiti mancare buna si atat de variata: ;)

Aperitive: Englezesc,Mexican,American,Romanesc,Crostini,Bruschetta,Trei Culori
  
Deserturi: Inghetata,Cheesecake,Hot Apple Pie,Marchiza,Tort In 3 Culori

Mancaruri
Buritos 
Gulas Unguresc 
Pui Alfredo 
Cotlet Parmigiana 
  
Pizza
Margherita
Vesuvio
Funghi
Pescatore
Capriciossa
Havaian
Flambe
Pepperoni
Primavera
Corrida
Princessa
Kebab Pizza
Poloneza
Vegetariana
Greceasca
Mexicana
La Bella
Fritti Di Mare
Quatro Stagioni
Rustica
Goralska
London
Hot Chili
Caprese
Pollo Parmigiana
Feta
Bolognese
Broccoli
Quatro Formaggi
Dominium
Pui Curry
Picante
Fiorentina
Pui Barbeque
Prosciutto Crudo
Hamburger
Pizza Cu Somon
","Dominium","0","ciuly"
60,196,"oala-cu-bunatati-sectorul-1","chiar si cei mai exigenti gurmanzi ar apreciao.buna............de te lingi pe degete!","Oala cu bunatati","0","gigi_gigi200766"
61,196,"bun-bun-sectorul-1","intradevar..................BUNA!","Bun Bun","0","gigi_gigi200766"
62,160,"oala-cu-bunatati-sectorul-1","aseara aveam cel putin 3 like-uri la comm...what the...????","Oala cu bunatati","0","danyella"
63,201,"cuptorul-cu-lemne-02114","De fiecare data cand am venit si am mancat aici am fost servit cu mare atentie, foarte rapid iar mancarea este extraordinara. Recomand cu cea mai mare placere.","Cuptorul cu lemne","0","vladinho"
64,139,"casa-calypso-sectorul-1","Azi am facut un mini top in ceea ce priveste raportul calitate -pret la ciorba de burta si gordon bleu siii ....restaurantul castigator a fost ... CASA CALYPSO : ciorba de burta - 7.90 si gordon bleu 9.90 .
HHHMmmm pe cat de ieftine pe atat de bune .","Casa Calypso","0","Lilith"
65,213,"chop-stix-berceni","Daca a fost un moment in viata voastra cand pur si simplu v-ati simtit satuli de mancarea ca la mama acasa, si nu mai stiati ce combinatii sa faceti  pentru ca mancarea sa capete un gust mai exotic, sau poate mai oriental, sau poate ,de ce nu, asiatic atunci desigur este timpul pentru o schimbare culinara. Si, daca tot ne dorim o schimbare, de ce sa nu fie mai rapida , mai eficienta si  sa aiba gustul pe care il cautam, fara sa stam ore intregi in bucatarie. Daca sunteti in cautare de un gust de-a dreptul nou, savuros,apetisant si unic, ca cel al mancarurilor asiatice, atunci solutia voastra este restaurantul ChopStix. Calitate garantata,pret avantajos,si mancare direct pe masa din bucataria voastra. Surprindeti-va prietenii, rudele, familia, si de ce nu chiar si pe dumneavoastra cu un nou gust, unic si delicios , care ii va  incanta pe toti cei ce vor savura mancarurile asiatice ale restaurantului Chopstix.
Nu ezitati si comandati mancarea gustoasa a acestui restaurant","Chop Stix","0","Dodo"
66,214,"wu-xing-berceni","Cei mai buni din Bucuresti! Prompti si deliciosi, o servire ireprosabila!!!!  Restaurnatul chinezesc number 1!!!!!!!","Wu Xing","0","alice5paun"
67,195,"restaurant-piccadilly-sectorul-3","Restaurantul Piccadilly este locul unde simturile iti sunt rasfatate,ochii iti sunt incantati de decorul elegant,papilele tale gustative nu se vor mai satura de delicatesele ce iti sunt puse la dispozitie,vei fii un pic dezorientat ce sa alegi ai si de unde,se merita sa le incerci pe toate.","Restaurant Piccadilly","0","Pusha"
68,216,"jerrys-pizza-02224","Intr-adevar este cam scumputa, dar merita din plin. De fiecare data am luat pizza mare, si sincer sunt genul ""cu de toate"", asa ca Xtravaganzza scria pe mine cam de fiecare data. Ah, si Desert cups.... uau, imi pare rau ca le-au scos pe cele cu choco-mint, erau foarte bune si acelea.","Jerry&#039;s Pizza","0","Kristina"
69,217,"dominium-26554","12/10/2011
08:00 - suna alarma
08:10 - imi fac niste cereale cu lapte
09:00 - plec spre Dragonul Rosu sa iau marfa
10:00 - ajung in Dragonul Rosu
12:00 - plec spre casa
13:00 - mananc ceva in fuga si ma apuc sa fac pozele pentru noile produse
17:00 - vine instalatorul
17:30 - pleaca instalatorul si revin la facutul pozelor pentru noile produse
20:00 - plec cu Andrei pana in Cora sa facem cateva cumparaturi
21:30 - ajung acasa rupt dupa o zi obositoare si cu putina febra, imi fac un ceai si imi dau seama ca ma roade stomacul..
21:45 - sun la Dominium si comand o Pizza Goralska
22:05 - ajunge baiatul cu pizza, ii dau 20 de lei si ii spun sa pastreze restul. Simt mirosul de cascaval afumat topit, de ceapa si de bacon si incepe sa-mi ploua in gura. Abia astept sa ma asez la masa.
22:20 - pizza s-a dus, in bucatarie inca miroase putin a ceapa si bacon, ma duc sa ma spal pe dinti iar apoi ma asez in pat
22:30 - dau drumu la un film si stiu ca pot dormi linistit pana maine la 8, doar am mancat pizza mea preferata!","Dominium","0","TwisterTG"
70,222,"wu-xing-berceni","Excelenta mancare! Nota maxima!","Wu Xing","0","claudiagherescu"
71,145,"biboche-pizza","O nebunie de pizza!!","Biboche Pizza","0","deyutzky"
72,229,"bucate-pe-roate-sectorul-3","De mult timp caut un restaurant cu specific traditional asa cum este Restaurantul ""Bucate pe roate"".Are preturi accesibile
mancaruri extraordinare asa cum se ar trebui sa fie facute.Trebuie neaparat sa incercati!Nu o sa regretati!","Bucate pe roate","0","martzyano"
73,231,"la-mama-sector-1","Servicii ireprosabile pentru un gust desavarsit. Ca ""La Mama"" acasa.","La Mama","0","Sfetcu"
74,200,"casa-calypso-sectorul-1","Oricine a spus ca mancarea poate imbunatati considerabil calitatea vietii cu siguranta se referea la Casa Calypso. Indiferent de meniul comandat, mancarea de aici este o adevarata rasfatare a simturilor. Faptul ca oferta variata asigura tipuri de mancare pentru orice fel de situatie, o zi obositoare la birou, o seara cu prietenii sau chiar o cina romantica cu o persoana speciala, este un plus ce nu poate fi trecut cu vederea. Mancarurile atent pregatite ajung intr-un timp rezonabil pastrandu-si savoarea chiar si dupa ore intrgi. Daca luam in considerare si timpul de livrare mai mult decat rezonabil, nu ar fi deplasat sa spunem  ca restaurantul Calypso este materializarea perfecta a raportului pret/calitate. ","Casa Calypso","0","Chris"
75,236,"dominium-26554","Dominium. Un restaurant cu cea mai buna mancare si la pret pentru toate buzunarele. Alege o mancare pe masura pentru o zi plina de infern! Vrei sa scapi de stres si de aglomeratia infernala? Vrei sa scapi de aerul irespirabil si sa mananci bine? In momentul cand intri in spatiul restaurantului esti sigur ca toate agitatia ti-a ramas in urma si e momentul sa te relaxezi si sa te bucuri pentru o seara cat mai buna. Va astept la DOMINIUM!!","Dominium","0","IuLiK"
76,240,"templul-soarelui-sectorul-2","Dupa mai multe tentative nereusite de a manca chinezeste prin diferite restaurante bucurestene, am gasit pana la urma un restaurant pe sufletul meu: Templul Soarelui de pe Eminescu. Desi la o prima vedere restaurantul situat intr-o casa veche nu pare deosebit cu nimic (aceleasi lampi rosii chinezesti, niste fete de masa curate, dar care poarta amprenta multor spalari, vesela si tacamuri cu acel aer invechit, comunist, personal amabil, insa nu neaparat foarte instruit), atmosfera se schimba radical in momentul in care soseste mancarea. Portii generoase la preturi mai mult decat decente. Marturisesc cu mana pe inima ca nu am mancat nicaieri o vita pe plita mai frageda sau un pui cu alune caju mai gustos. Am reusit pana acum sa acopar jumatate din meniu si nu pot spune ca am intalnit un preparat care sa imi displaca. Si la comenzile online stau bine, sunt foarte prompti. Concluzie: recomandat cu incredere.","Templul Soarelui","0","Poliana"
77,248,"trattoria-imperium-sectorul-4","Imi place foarte mult mancatrea de la voi.Am mancat deseori in incinta localului,la domiciliul inca nu...insa va felicit,sunteti cei mai buni,atat in mancare cat si in servirea prompta a clientilor!","Trattoria Imperium","0","corryna"
78,250,"chop-stix-berceni","Delicios! Minunat!!! Rar cand mai gasesti pe lume ceva atat de gustos. Echilibrul perfect intre crocant si suculent, picant, dulce si sarat te face sa-ti para rau ca ai terminat o portie de orez picant cu pui cu legume peste care de multe ori nu ma pot abtine sa nu mai pun si niste urechi de lemn cu usturoi, care te ung pur si simplu pe suflet cand aluneca pe gat. Ce sa mai vorbim? pentru mancarea de la Chop Stix mi-as lasa job-ul actual si m-as muta in Bucuresti, ca sa fiu cat mai aproape de aceste minunate bucate. De fiecare data cand ajung la capitala nu pot sa plec spre casa pana nu sa ma delectez cu minunatiile gatite acolo. Asa ca, felicitari! si sigur nu va ratez nici data viitoare :)","Chop Stix","0","anca plesa"
